method,dataset,direction,seed,rank1,rank5,macro_f1,eer,tar_far_1e_2,tar_far_1e_3
Gabor,Tongji,S1->S2,42,0.9158333333333334,0.9366666666666666,0.9128403068909742,0.10218907562989647,0.536,0.2135
Gabor,Tongji,S1->S2,2026,0.9366666666666666,0.9491666666666667,0.9333769916027665,0.0961666666666621,0.6250833333333333,0.3373333333333333
Gabor,Tongji,S1->S2,2705,0.9358333333333333,0.9466666666666667,0.9330454900164822,0.09925000000046244,0.6473333333333333,0.38975
Gabor,Tongji,S2->S1,42,0.9258333333333333,0.9408333333333333,0.9219224185273132,0.09827030812337771,0.5890833333333333,0.27608333333333335
Gabor,Tongji,S2->S1,2026,0.9425,0.9525,0.9383525431428076,0.0872499999999953,0.6888333333333333,0.39758333333333334
Gabor,Tongji,S2->S1,2705,0.9225,0.9391666666666667,0.9160730320475506,0.09364495798307995,0.6823333333333333,0.4483333333333333
