method,method_label,Rank-1_mean,Rank-1_std,Rank-5_mean,Rank-5_std,Macro-F1_mean,Macro-F1_std,EER_mean,EER_std,TAR@FAR=1e-2_mean,TAR@FAR=1e-2_std,TAR@FAR=1e-3_mean,TAR@FAR=1e-3_std
B1,ResNet18 + CE + SupCon,97.826087474823,0.7246375083923269,98.9130437374115,0.3623187541961812,97.69841269841272,0.8053659467267805,3.04891565623604,1.1843976846317952,94.91402786351334,2.9339122061083955,86.1724033944244,7.0735079362086415
B6,ResNet18 + BNNeck + ArcFace,97.94686039288838,1.712251630264627,98.9130437374115,0.6275544908028288,97.86490683229812,1.800623019502406,3.2401815140800845,1.339056940609075,94.43104802203167,2.5867734361635746,85.45463491774505,3.85034864263801
