seed,delta_Rank-1_B6_minus_B1,delta_Rank-5_B6_minus_B1,delta_Macro-F1_B6_minus_B1,delta_EER_B6_minus_B1,delta_TAR@FAR=1e-2_B6_minus_B1,delta_TAR@FAR=1e-3_B6_minus_B1
42,-1.086956262588501,-0.3623187541961528,-1.0791925465838403,0.2631821959023348,0.42016806722689637,3.9215686274509807
2026,1.4492750167846822,0.3623187541961812,1.5890269151138625,0.398406374497259,-1.5936254980079667,-3.320053120849934
2705,0.0,0.0,-0.010351966873685114,-0.08779099686746172,-0.27548209366392484,-2.7548209366391205
